Task,Design,Parameter,Kind,Connection,Condition,Estimate,Pp,Direction,SelfConnection
MGOD,CCD_minus_TDC,"A(2,2)",Intrinsic A,M1_R → M1_R,,0.16297687435247996,1.0,CCD > TDC,True
MGOD,CCD_minus_TDC,"A(1,3)",Intrinsic A,A1_L → M1_L,,-0.26879221080754867,1.0,TDC > CCD,False
MGOD,CCD_minus_TDC,"A(3,3)",Intrinsic A,A1_L → A1_L,,-0.14361637166412564,0.9361983483076964,TDC > CCD,True
MGOD,CCD_minus_TDC,"A(2,4)",Intrinsic A,A1_R → M1_R,,1.2129759025379166e-06,0.0,CCD > TDC,False
MGOD,CCD_minus_TDC,"A(4,4)",Intrinsic A,A1_R → A1_R,,9.969936517427252e-07,0.0,CCD > TDC,True
MGOD,CCD_minus_TDC,"A(1,5)",Intrinsic A,V1_L → M1_L,,1.27055326591279e-06,0.0,CCD > TDC,False
MGOD,CCD_minus_TDC,"A(5,5)",Intrinsic A,V1_L → V1_L,,0.19103475623357188,1.0,CCD > TDC,True
MGOD,CCD_minus_TDC,"A(2,6)",Intrinsic A,V1_R → M1_R,,3.040206395366126e-06,0.0,CCD > TDC,False
MGOD,CCD_minus_TDC,"A(6,6)",Intrinsic A,V1_R → V1_R,,-7.999649936162642e-09,0.0,TDC > CCD,True
MGOD,CCD_minus_TDC,"B(2,1,1)",Modulatory B,M1_L → M1_R,"visual L, uncrossed",-0.6055325986567119,1.0,TDC > CCD,False
MGOD,CCD_minus_TDC,"B(1,5,1)",Modulatory B,V1_L → M1_L,"visual L, uncrossed",1.348644440293504e-06,0.0,CCD > TDC,False
MGOD,CCD_minus_TDC,"B(2,5,1)",Modulatory B,V1_L → M1_R,"visual L, uncrossed",3.5239362343304835e-07,0.0,CCD > TDC,False
MGOD,CCD_minus_TDC,"B(6,5,1)",Modulatory B,V1_L → V1_R,"visual L, uncrossed",-1.1572167193270811e-07,0.0,TDC > CCD,False
MGOD,CCD_minus_TDC,"B(2,6,1)",Modulatory B,V1_R → M1_R,"visual L, uncrossed",0.5909909250507862,1.0,CCD > TDC,False
MGOD,CCD_minus_TDC,"B(1,2,2)",Modulatory B,M1_R → M1_L,"visual R, uncrossed",1.118064053244159e-06,0.0,CCD > TDC,False
MGOD,CCD_minus_TDC,"B(1,5,2)",Modulatory B,V1_L → M1_L,"visual R, uncrossed",1.5163805377251978e-07,0.0,CCD > TDC,False
MGOD,CCD_minus_TDC,"B(1,6,2)",Modulatory B,V1_R → M1_L,"visual R, uncrossed",-1.4262803068089998e-07,0.0,TDC > CCD,False
MGOD,CCD_minus_TDC,"B(2,6,2)",Modulatory B,V1_R → M1_R,"visual R, uncrossed",-8.345325983539759e-07,0.0,TDC > CCD,False
MGOD,CCD_minus_TDC,"B(5,6,2)",Modulatory B,V1_R → V1_L,"visual R, uncrossed",3.212921164081236e-07,0.0,CCD > TDC,False
MGOD,CCD_minus_TDC,"B(2,1,3)",Modulatory B,M1_L → M1_R,"auditory L, uncrossed",-6.208337065706764e-09,0.0,TDC > CCD,False
MGOD,CCD_minus_TDC,"B(1,3,3)",Modulatory B,A1_L → M1_L,"auditory L, uncrossed",-5.084194573830874e-07,0.0,TDC > CCD,False
MGOD,CCD_minus_TDC,"B(2,3,3)",Modulatory B,A1_L → M1_R,"auditory L, uncrossed",0.5276182299112152,0.6439063237098692,CCD > TDC,False
MGOD,CCD_minus_TDC,"B(4,3,3)",Modulatory B,A1_L → A1_R,"auditory L, uncrossed",3.1198486030748436e-07,0.0,CCD > TDC,False
MGOD,CCD_minus_TDC,"B(2,4,3)",Modulatory B,A1_R → M1_R,"auditory L, uncrossed",-1.4114928843745802e-06,0.0,TDC > CCD,False
MGOD,CCD_minus_TDC,"B(1,2,4)",Modulatory B,M1_R → M1_L,"auditory R, uncrossed",1.0994076355306575e-06,0.0,CCD > TDC,False
MGOD,CCD_minus_TDC,"B(1,3,4)",Modulatory B,A1_L → M1_L,"auditory R, uncrossed",-3.9043983416667954e-07,0.0,TDC > CCD,False
MGOD,CCD_minus_TDC,"B(1,4,4)",Modulatory B,A1_R → M1_L,"auditory R, uncrossed",-8.642440818309065e-07,0.0,TDC > CCD,False
MGOD,CCD_minus_TDC,"B(2,4,4)",Modulatory B,A1_R → M1_R,"auditory R, uncrossed",-1.434518041443981e-07,0.0,TDC > CCD,False
MGOD,CCD_minus_TDC,"B(3,4,4)",Modulatory B,A1_R → A1_L,"auditory R, uncrossed",-7.908087465930375e-07,0.0,TDC > CCD,False
MGOD,CCD_minus_TDC,"B(6,5,5)",Modulatory B,V1_L → V1_R,"visual L, crossed",-1.9725175644711336e-06,0.0,TDC > CCD,False
MGOD,CCD_minus_TDC,"B(2,6,5)",Modulatory B,V1_R → M1_R,"visual L, crossed",1.032904861726425e-07,0.0,CCD > TDC,False
MGOD,CCD_minus_TDC,"B(1,5,6)",Modulatory B,V1_L → M1_L,"visual R, crossed",1.104731885795023e-06,0.0,CCD > TDC,False
MGOD,CCD_minus_TDC,"B(5,6,6)",Modulatory B,V1_R → V1_L,"visual R, crossed",-1.2067228248258694e-07,0.0,TDC > CCD,False
MGOD,CCD_minus_TDC,"B(4,3,7)",Modulatory B,A1_L → A1_R,"auditory L, crossed",4.73666196948588e-08,0.0,CCD > TDC,False
MGOD,CCD_minus_TDC,"B(2,4,7)",Modulatory B,A1_R → M1_R,"auditory L, crossed",-6.638333518457642e-08,0.0,TDC > CCD,False
MGOD,CCD_minus_TDC,"B(1,3,8)",Modulatory B,A1_L → M1_L,"auditory R, crossed",0.3855874128429039,1.0,CCD > TDC,False
MGOD,CCD_minus_TDC,"B(3,4,8)",Modulatory B,A1_R → A1_L,"auditory R, crossed",1.9427054651770437e-06,0.0,CCD > TDC,False
MGOG,Mean,"A(1,1)",Intrinsic A,M1_L → M1_L,,-0.8199197526872466,1.0,TDC > CCD,True
MGOG,Mean,"A(2,2)",Intrinsic A,M1_R → M1_R,,-1.3778810408109827,1.0,TDC > CCD,True
MGOG,Mean,"A(1,3)",Intrinsic A,A1_L → M1_L,,4.25435312425804e-07,0.0,CCD > TDC,False
MGOG,Mean,"A(3,3)",Intrinsic A,A1_L → A1_L,,0.16304823265609208,1.0,CCD > TDC,True
MGOG,Mean,"A(2,4)",Intrinsic A,A1_R → M1_R,,-1.4619185002085652e-07,0.0,TDC > CCD,False
MGOG,Mean,"A(4,4)",Intrinsic A,A1_R → A1_R,,-0.453436469835513,1.0,TDC > CCD,True
MGOG,Mean,"A(1,5)",Intrinsic A,V1_L → M1_L,,-1.3126520410401605e-06,0.0,TDC > CCD,False
MGOG,Mean,"A(5,5)",Intrinsic A,V1_L → V1_L,,-1.9889520545527473e-06,0.0,TDC > CCD,True
MGOG,Mean,"A(2,6)",Intrinsic A,V1_R → M1_R,,-0.017477859626068747,0.47386814777334735,TDC > CCD,False
MGOG,Mean,"A(6,6)",Intrinsic A,V1_R → V1_R,,-0.5770450319094431,1.0,TDC > CCD,True
MGOG,Mean,"B(2,1,1)",Modulatory B,M1_L → M1_R,"visual L, uncrossed",8.363590708080916e-07,0.0,CCD > TDC,False
MGOG,Mean,"B(1,5,1)",Modulatory B,V1_L → M1_L,"visual L, uncrossed",0.3929119926611623,1.0,CCD > TDC,False
MGOG,Mean,"B(2,5,1)",Modulatory B,V1_L → M1_R,"visual L, uncrossed",-4.42475494717985e-07,0.0,TDC > CCD,False
MGOG,Mean,"B(6,5,1)",Modulatory B,V1_L → V1_R,"visual L, uncrossed",6.248325467339019e-07,0.0,CCD > TDC,False
MGOG,Mean,"B(2,6,1)",Modulatory B,V1_R → M1_R,"visual L, uncrossed",-1.269661599725474e-06,0.0,TDC > CCD,False
MGOG,Mean,"B(1,2,2)",Modulatory B,M1_R → M1_L,"visual R, uncrossed",-1.2873882722882296e-06,0.0,TDC > CCD,False
MGOG,Mean,"B(1,5,2)",Modulatory B,V1_L → M1_L,"visual R, uncrossed",4.400822309270563e-07,0.0,CCD > TDC,False
MGOG,Mean,"B(1,6,2)",Modulatory B,V1_R → M1_L,"visual R, uncrossed",8.531256015088689e-07,0.0,CCD > TDC,False
MGOG,Mean,"B(2,6,2)",Modulatory B,V1_R → M1_R,"visual R, uncrossed",1.1884996189731223e-06,0.0,CCD > TDC,False
MGOG,Mean,"B(5,6,2)",Modulatory B,V1_R → V1_L,"visual R, uncrossed",-7.371238853216378e-07,0.0,TDC > CCD,False
MGOG,Mean,"B(2,1,3)",Modulatory B,M1_L → M1_R,"auditory L, uncrossed",-1.9491211603406e-06,0.0,TDC > CCD,False
MGOG,Mean,"B(1,3,3)",Modulatory B,A1_L → M1_L,"auditory L, uncrossed",1.1132562785631274e-06,0.0,CCD > TDC,False
MGOG,Mean,"B(2,3,3)",Modulatory B,A1_L → M1_R,"auditory L, uncrossed",-0.20946980689690778,0.7059185098055627,TDC > CCD,False
MGOG,Mean,"B(4,3,3)",Modulatory B,A1_L → A1_R,"auditory L, uncrossed",3.5947472654909707e-07,0.0,CCD > TDC,False
MGOG,Mean,"B(2,4,3)",Modulatory B,A1_R → M1_R,"auditory L, uncrossed",1.252762267260484e-07,0.0,CCD > TDC,False
MGOG,Mean,"B(1,2,4)",Modulatory B,M1_R → M1_L,"auditory R, uncrossed",-1.577895849602604e-07,0.0,TDC > CCD,False
MGOG,Mean,"B(1,3,4)",Modulatory B,A1_L → M1_L,"auditory R, uncrossed",-1.1080086478858007e-06,0.0,TDC > CCD,False
MGOG,Mean,"B(1,4,4)",Modulatory B,A1_R → M1_L,"auditory R, uncrossed",2.2686302216549495e-07,0.0,CCD > TDC,False
MGOG,Mean,"B(2,4,4)",Modulatory B,A1_R → M1_R,"auditory R, uncrossed",8.034262150236375e-07,0.0,CCD > TDC,False
MGOG,Mean,"B(3,4,4)",Modulatory B,A1_R → A1_L,"auditory R, uncrossed",7.73728089259831e-07,0.0,CCD > TDC,False
MGOG,Mean,"B(6,5,5)",Modulatory B,V1_L → V1_R,"visual L, crossed",8.330487215492942e-07,0.0,CCD > TDC,False
MGOG,Mean,"B(2,6,5)",Modulatory B,V1_R → M1_R,"visual L, crossed",4.184932527990191e-07,0.0,CCD > TDC,False
MGOG,Mean,"B(1,5,6)",Modulatory B,V1_L → M1_L,"visual R, crossed",-3.1720437148357453e-07,0.0,TDC > CCD,False
MGOG,Mean,"B(5,6,6)",Modulatory B,V1_R → V1_L,"visual R, crossed",1.015653792482119,1.0,CCD > TDC,False
MGOG,Mean,"B(4,3,7)",Modulatory B,A1_L → A1_R,"auditory L, crossed",-2.7835163358507075e-07,0.0,TDC > CCD,False
MGOG,Mean,"B(2,4,7)",Modulatory B,A1_R → M1_R,"auditory L, crossed",5.248000635804766e-07,0.0,CCD > TDC,False
MGOG,Mean,"B(1,3,8)",Modulatory B,A1_L → M1_L,"auditory R, crossed",-6.895099486905734e-07,0.0,TDC > CCD,False
MGOG,Mean,"B(3,4,8)",Modulatory B,A1_R → A1_L,"auditory R, crossed",-2.5810270446972427e-07,0.0,TDC > CCD,False
MGOG,CCD_minus_TDC,"A(1,1)",Intrinsic A,M1_L → M1_L,,-4.1934046436113836e-07,0.0,TDC > CCD,True
MGOG,CCD_minus_TDC,"A(2,2)",Intrinsic A,M1_R → M1_R,,0.03273768006514462,0.5178371375702552,CCD > TDC,True
MGOG,CCD_minus_TDC,"A(1,3)",Intrinsic A,A1_L → M1_L,,5.65749288756087e-07,0.0,CCD > TDC,False
MGOG,CCD_minus_TDC,"A(3,3)",Intrinsic A,A1_L → A1_L,,0.11970265205106918,1.0,CCD > TDC,True
MGOG,CCD_minus_TDC,"A(2,4)",Intrinsic A,A1_R → M1_R,,8.484155060702346e-07,0.0,CCD > TDC,False
MGOG,CCD_minus_TDC,"A(4,4)",Intrinsic A,A1_R → A1_R,,0.13271196880980976,1.0,CCD > TDC,True
MGOG,CCD_minus_TDC,"A(1,5)",Intrinsic A,V1_L → M1_L,,-0.04766178001352454,0.8558892572357097,TDC > CCD,False
MGOG,CCD_minus_TDC,"A(5,5)",Intrinsic A,V1_L → V1_L,,-0.042347681756581934,0.7197645761891233,TDC > CCD,True
MGOG,CCD_minus_TDC,"A(2,6)",Intrinsic A,V1_R → M1_R,,-0.027860677677410486,0.641513642447938,TDC > CCD,False
MGOG,CCD_minus_TDC,"A(6,6)",Intrinsic A,V1_R → V1_R,,0.11484944642800687,1.0,CCD > TDC,True
MGOG,CCD_minus_TDC,"B(2,1,1)",Modulatory B,M1_L → M1_R,"visual L, uncrossed",-5.764096510353712e-07,0.0,TDC > CCD,False
MGOG,CCD_minus_TDC,"B(1,5,1)",Modulatory B,V1_L → M1_L,"visual L, uncrossed",0.31404895573211006,1.0,CCD > TDC,False
MGOG,CCD_minus_TDC,"B(2,5,1)",Modulatory B,V1_L → M1_R,"visual L, uncrossed",-1.001952858129803e-06,0.0,TDC > CCD,False
MGOG,CCD_minus_TDC,"B(6,5,1)",Modulatory B,V1_L → V1_R,"visual L, uncrossed",3.5434498999192595e-07,0.0,CCD > TDC,False
MGOG,CCD_minus_TDC,"B(2,6,1)",Modulatory B,V1_R → M1_R,"visual L, uncrossed",0.3626707020996354,1.0,CCD > TDC,False
MGOG,CCD_minus_TDC,"B(1,2,2)",Modulatory B,M1_R → M1_L,"visual R, uncrossed",-4.877276607533802e-07,0.0,TDC > CCD,False
MGOG,CCD_minus_TDC,"B(1,5,2)",Modulatory B,V1_L → M1_L,"visual R, uncrossed",-5.395129999882029e-07,0.0,TDC > CCD,False
MGOG,CCD_minus_TDC,"B(1,6,2)",Modulatory B,V1_R → M1_L,"visual R, uncrossed",-4.783889419293978e-07,0.0,TDC > CCD,False
MGOG,CCD_minus_TDC,"B(2,6,2)",Modulatory B,V1_R → M1_R,"visual R, uncrossed",6.10045981173232e-07,0.0,CCD > TDC,False
MGOG,CCD_minus_TDC,"B(5,6,2)",Modulatory B,V1_R → V1_L,"visual R, uncrossed",2.598592396532382e-07,0.0,CCD > TDC,False
MGOG,CCD_minus_TDC,"B(2,1,3)",Modulatory B,M1_L → M1_R,"auditory L, uncrossed",3.359873548664792e-07,0.0,CCD > TDC,False
MGOG,CCD_minus_TDC,"B(1,3,3)",Modulatory B,A1_L → M1_L,"auditory L, uncrossed",-8.609794385621469e-07,0.0,TDC > CCD,False
MGOG,CCD_minus_TDC,"B(2,3,3)",Modulatory B,A1_L → M1_R,"auditory L, uncrossed",0.20139873837083092,0.6885818019973261,CCD > TDC,False
MGOG,CCD_minus_TDC,"B(4,3,3)",Modulatory B,A1_L → A1_R,"auditory L, uncrossed",-0.21822136123871128,0.8458376518756242,TDC > CCD,False
MGOG,CCD_minus_TDC,"B(2,4,3)",Modulatory B,A1_R → M1_R,"auditory L, uncrossed",-0.3465475847725626,1.0,TDC > CCD,False
MGOG,CCD_minus_TDC,"B(1,2,4)",Modulatory B,M1_R → M1_L,"auditory R, uncrossed",-3.147757683850392e-07,0.0,TDC > CCD,False
MGOG,CCD_minus_TDC,"B(1,3,4)",Modulatory B,A1_L → M1_L,"auditory R, uncrossed",-1.5347785747934688e-06,0.0,TDC > CCD,False
MGOG,CCD_minus_TDC,"B(1,4,4)",Modulatory B,A1_R → M1_L,"auditory R, uncrossed",3.128952822871378e-08,0.0,CCD > TDC,False
MGOG,CCD_minus_TDC,"B(2,4,4)",Modulatory B,A1_R → M1_R,"auditory R, uncrossed",1.3519604389531355e-06,0.0,CCD > TDC,False
MGOG,CCD_minus_TDC,"B(3,4,4)",Modulatory B,A1_R → A1_L,"auditory R, uncrossed",-3.284709692431898e-08,0.0,TDC > CCD,False
MGOG,CCD_minus_TDC,"B(6,5,5)",Modulatory B,V1_L → V1_R,"visual L, crossed",3.8681960889839615e-07,0.0,CCD > TDC,False
MGOG,CCD_minus_TDC,"B(2,6,5)",Modulatory B,V1_R → M1_R,"visual L, crossed",1.9390537229692567e-06,0.0,CCD > TDC,False
MGOG,CCD_minus_TDC,"B(1,5,6)",Modulatory B,V1_L → M1_L,"visual R, crossed",-2.3169277381988916e-06,0.0,TDC > CCD,False
MGOG,CCD_minus_TDC,"B(5,6,6)",Modulatory B,V1_R → V1_L,"visual R, crossed",-8.235735261750771e-07,0.0,TDC > CCD,False
MGOG,CCD_minus_TDC,"B(4,3,7)",Modulatory B,A1_L → A1_R,"auditory L, crossed",1.315521732043036e-06,0.0,CCD > TDC,False
MGOG,CCD_minus_TDC,"B(2,4,7)",Modulatory B,A1_R → M1_R,"auditory L, crossed",-4.456665830891224e-07,0.0,TDC > CCD,False
MGOG,CCD_minus_TDC,"B(1,3,8)",Modulatory B,A1_L → M1_L,"auditory R, crossed",4.710322917869475e-07,0.0,CCD > TDC,False
MGOG,CCD_minus_TDC,"B(3,4,8)",Modulatory B,A1_R → A1_L,"auditory R, crossed",-1.6677601771923754e-06,0.0,TDC > CCD,False
